date,day_of_week,trust_code,trust_name,trust_type,total_beds,flu_rate_per_100k,temperature_c,gp_appointment_lag_days,ae_attendance,ae_4hr_breach_pct,ae_mean_wait_mins,ae_12hr_trolley_waits,social_care_delay_days,nctr_patients,bed_occupancy_pct,nurse_sickness_pct,unfilled_shifts,ambulance_handover_avg_mins,ambulance_handover_over_60min,red_flag_incidents,pressure_score,opel_level
19/06/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.3,17,6.7,281,0.064,121,0,10.3,39,0.84,0.039,5,13,0,1,0.361,2
20/06/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,3.4,16.8,8.1,255,0.046,102,0,11.1,41,0.85,0.046,5,18,0,1,0.381,2
21/06/2024,Friday,WGH,Westbridge General Hospital,Acute,620,4.4,16.6,6.6,286,0.078,137,0,10.7,42,0.839,0.044,4,15,0,0,0.365,2
22/06/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,4.8,15,7.6,248,0.055,125,0,12,40,0.835,0.056,3,18,0,1,0.374,2
23/06/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.5,16.5,5.5,230,0.057,124,0,10.3,40,0.823,0.04,4,15,0,2,0.357,2
24/06/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.3,17.3,5.6,333,0.118,122,0,10.7,37,0.834,0.051,4,12,0,1,0.406,2
25/06/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.4,16,5.8,269,0.065,108,0,8.6,32,0.852,,3,18,0,0,0.33,2
26/06/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.4,18.5,5.5,282,0.057,131,0,9.7,28,0.835,0.043,2,16,0,2,0.333,2
27/06/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.6,15.4,7.4,260,0.069,100,0,10.3,29,0.845,0.037,3,14,0,0,0.305,2
28/06/2024,Friday,WGH,Westbridge General Hospital,Acute,620,4.4,16.8,7,278,0.063,116,0,10.4,23,0.836,0.048,4,13,0,1,0.302,2
29/06/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.5,14.1,6.2,237,0.072,150,0,10.1,23,0.824,0.056,4,13,0,3,0.352,2
30/06/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.7,19.8,6.7,223,0.077,105,0,10.5,23,0.825,0.046,4,16,0,0,0.268,2
01/07/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.4,16.5,7.6,298,0.072,140,0,10.9,34,0.817,0.058,2,12,0,0,0.312,2
02/07/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.7,19.2,7.4,304,0.082,125,0,10.7,31,0.819,0.048,5,17,0,0,0.297,2
03/07/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.4,18.8,7.3,268,0.062,114,0,9.7,25,0.807,0.055,3,18,0,2,0.297,2
04/07/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,5,19.9,6.9,266,0.063,103,0,9.8,30,0.847,0.055,3,17,0,3,0.409,2
05/07/2024,Friday,WGH,Westbridge General Hospital,Acute,620,6.1,17.5,6.9,313,0.096,110,1,11.5,31,0.849,0.057,3,13,0,1,0.397,2
06/07/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,4.8,18.3,6.4,219,0.077,121,0,12.4,33,0.835,0.046,3,13,0,2,0.375,2
07/07/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.1,17.2,6.8,207,0.066,88,0,12.1,31,0.839,0.047,4,15,0,1,0.34,2
08/07/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.2,16.5,7.2,341,0.13,155,0,12.2,34,0.842,0.062,3,15,0,0,0.408,2
09/07/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,5,15,6,260,0.057,118,0,12.9,38,0.841,0.038,3,14,0,0,0.326,2
10/07/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.7,16.6,6.1,277,0.067,104,0,11.7,37,0.853,0.056,3,14,0,2,0.427,2
11/07/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,5.5,21.2,7.1,297,0.085,115,0,11.8,36,0.864,0.04,4,15,0,3,0.458,2
12/07/2024,Friday,WGH,Westbridge General Hospital,Acute,620,4.7,15.1,5.3,293,0.072,102,0,11.3,35,0.852,0.046,4,17,0,1,0.382,2
13/07/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.1,17.8,6.7,246,0.063,122,0,9.6,33,0.84,0.042,3,13,0,1,0.34,2
14/07/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.1,18.4,6,202,0.054,108,0,10.3,33,0.835,0.038,4,17,0,1,0.318,2
15/07/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4.9,19.4,6.5,350,0.11,132,0,9.9,32,0.806,0.043,4,18,0,1,0.32,2
16/07/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,6.1,18.5,5.4,307,0.104,125,0,11.3,36,0.798,0.056,4,11,0,2,0.366,2
17/07/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.2,16.7,5.5,257,0.062,122,0,12.1,38,0.833,0.048,4,16,0,3,0.407,2
18/07/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.9,19.6,6.1,253,0.053,110,0,12.1,36,0.861,,3,13,0,0,0.351,2
19/07/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5.7,16.6,6.5,297,0.063,94,0,11.8,38,0.855,0.048,4,15,0,2,0.419,2
20/07/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.2,14.1,6,268,0.071,125,0,11.1,32,0.861,0.04,4,13,0,4,0.45,2
21/07/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.9,18,6.8,224,0.073,115,0,11.6,30,0.858,0.053,4,14,0,2,0.408,2
22/07/2024,Monday,WGH,Westbridge General Hospital,Acute,620,6.7,16.3,7.6,338,0.098,125,0,9,34,0.904,0.049,3,16,0,0,0.466,2
23/07/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,3.9,17.1,5.3,318,0.115,98,0,7.9,26,0.903,0.038,5,19,0,1,0.454,2
24/07/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.6,16.8,5.7,284,0.069,116,0,8.8,25,0.883,0.048,4,13,0,1,0.394,2
25/07/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.6,17.4,6.2,269,0.078,110,0,11,30,0.857,0.047,5,13,0,3,0.426,2
26/07/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5,14.8,6.7,319,0.102,125,0,,28,0.83,0.044,4,17,0,3,0.389,2
27/07/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,4.4,19.1,7.2,237,0.058,139,0,10.6,26,0.835,0.04,3,17,0,1,0.297,2
28/07/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5,18.2,7.8,251,0.052,97,0,10.4,27,0.825,0.045,4,13,0,0,0.261,2
29/07/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4.5,16.8,6.1,304,0.084,107,0,11.1,30,0.811,0.041,3,16,0,1,0.296,2
30/07/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.4,16.2,5.2,322,0.092,144,0,10.5,33,0.814,0.056,3,9,0,1,0.342,2
31/07/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.5,18.3,6.4,314,0.085,124,0,10.3,29,0.808,0.053,4,15,0,3,0.356,2
01/08/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.7,15.4,6.4,294,0.088,135,0,8.8,31,0.846,0.05,3,16,0,1,0.375,2
02/08/2024,Friday,WGH,Westbridge General Hospital,Acute,620,3.9,16.5,5.9,258,0.062,142,0,11.2,33,0.859,0.044,4,14,0,0,0.349,2
03/08/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.2,17.8,6.2,270,0.062,120,0,10.7,40,0.857,0.043,4,14,0,3,0.447,2
04/08/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.5,20.6,8,241,0.068,117,0,10.9,34,0.876,0.034,4,13,0,1,0.396,2
05/08/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.7,16.5,7.6,348,0.112,150,0,11.4,33,0.872,0.051,4,12,0,0,0.423,2
06/08/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.9,18.4,6.8,299,0.087,142,0,12.3,40,0.855,0.059,4,16,0,0,0.414,2
07/08/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5,15.9,7.7,287,0.089,102,0,,38,0.878,0.048,4,13,0,1,0.454,2
08/08/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4,16.4,7,261,0.074,135,0,9.6,31,0.877,0.038,4,14,0,2,0.422,2
09/08/2024,Friday,WGH,Westbridge General Hospital,Acute,620,3.8,18.3,5.4,302,0.092,108,0,10.1,34,0.854,0.046,2,17,0,0,0.373,2
10/08/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,6.5,18.4,8.1,254,0.063,121,0,10.3,30,0.849,0.049,5,11,0,2,0.379,2
11/08/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.9,15.9,7.9,249,0.066,120,0,9.6,34,0.836,0.053,3,13,0,1,0.357,2
12/08/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4.1,17.2,8,334,0.137,119,0,10.4,28,0.821,0.043,3,13,0,0,0.327,2
13/08/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.1,18.6,6.8,317,0.097,103,0,9.6,29,0.845,0.037,4,14,0,2,0.378,2
14/08/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.4,18.2,6.6,278,0.064,100,0,9.8,28,0.875,0.048,5,15,0,1,0.388,2
15/08/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,5.5,13.9,6.5,267,0.07,126,0,10.1,22,0.844,0.046,3,15,0,0,0.289,2
16/08/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5.2,17.7,7.4,245,0.076,111,0,10.8,29,0.853,0.052,3,11,0,2,0.397,2
17/08/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,4.8,15.1,6.1,270,0.064,111,0,10.9,37,0.844,0.051,4,12,0,2,0.402,2
18/08/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.7,15.5,7.2,223,0.07,109,0,10.8,38,0.839,0.06,4,11,0,5,0.467,2
19/08/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.6,17.1,7.4,327,0.132,111,0,10.9,42,0.839,0.043,5,17,0,1,0.434,2
20/08/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4,19.4,8.1,303,0.065,111,0,,31,0.831,0.057,3,15,0,1,0.341,2
21/08/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,6.2,18.2,7.8,284,0.083,129,0,10.2,31,0.839,0.053,3,14,0,1,0.364,2
22/08/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.9,15.8,6.6,267,0.067,137,0,10.3,31,0.831,0.045,4,17,0,2,0.35,2
23/08/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5.5,19.3,7.1,302,0.08,155,0,12.2,34,0.844,0.059,4,14,0,0,0.366,2
24/08/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.3,13,7.8,280,0.07,117,0,11.6,37,0.848,0.054,4,18,0,0,0.369,2
25/08/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.9,17.4,6.6,295,0.097,123,0,12.6,34,0.849,,4,15,0,1,0.385,2
26/08/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4.5,14.5,7.2,383,0.14,127,1,11.4,33,0.842,0.048,4,10,0,3,0.467,2
27/08/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.2,14.4,6.8,341,0.12,107,0,,33,0.841,0.039,3,16,0,0,0.36,2
28/08/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.5,15.7,7,361,0.147,147,0,11.8,39,0.863,0.038,5,21,0,6,0.542,3
29/08/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,5,13,7.3,300,0.077,129,0,12.4,35,0.871,,3,13,0,2,0.434,2
30/08/2024,Friday,WGH,Westbridge General Hospital,Acute,620,6.1,13.7,6.8,302,0.091,136,0,10.8,33,0.854,0.043,4,17,0,3,0.438,2
31/08/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.4,13.7,8.9,241,0.076,122,0,11.3,37,0.857,0.047,4,16,0,0,0.378,2
01/09/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.3,16.8,8.4,232,0.056,116,0,11.3,30,0.868,0.05,4,17,0,1,0.381,2
02/09/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4.9,15.1,6.8,359,0.129,147,0,11.9,27,0.843,0.032,3,13,0,3,0.411,2
03/09/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.4,17.5,6.7,244,0.067,99,0,10.9,28,0.855,0.043,3,15,0,1,0.35,2
04/09/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.9,16.3,7.5,270,0.069,112,0,,25,0.845,0.051,5,17,0,3,0.385,2
05/09/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.8,16.8,7.8,288,0.077,111,0,10.4,25,0.858,0.041,3,16,0,0,0.323,2
06/09/2024,Friday,WGH,Westbridge General Hospital,Acute,620,4.5,12.9,7,289,0.061,108,0,12.5,28,0.848,0.045,3,16,0,2,0.361,2
07/09/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,6,13.2,8.8,246,0.068,131,0,11.7,25,0.823,0.055,3,16,0,0,0.278,2
08/09/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,4.7,13.8,8.5,238,0.066,130,0,11.5,27,0.809,0.048,3,14,0,2,0.301,2
09/09/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.4,14.5,7.8,301,0.089,145,0,11.4,32,0.828,0.05,2,16,0,0,0.325,2
10/09/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,6.3,18,8,295,0.071,129,0,13.1,35,0.845,0.059,4,12,0,2,0.414,2
11/09/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.7,14.2,7.7,297,0.08,138,0,14.8,36,0.84,0.055,3,13,0,1,0.386,2
12/09/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,5,13.5,8.8,307,0.11,126,0,15.2,42,0.862,0.046,2,16,0,1,0.458,2
13/09/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5,15.6,7.5,312,0.092,120,0,15.3,48,0.845,0.037,3,13,0,2,0.451,2
14/09/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.3,13.2,6.7,232,0.066,92,0,12.9,42,0.852,0.05,3,16,0,0,0.386,2
15/09/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.9,14.8,8,249,0.073,110,0,11.6,43,0.841,0.054,3,16,0,1,0.409,2
16/09/2024,Monday,WGH,Westbridge General Hospital,Acute,620,6.1,12.9,6.8,307,0.103,129,0,11.6,38,0.843,0.047,4,14,0,1,0.406,2
17/09/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.7,13.6,8.1,235,0.058,115,0,13.2,35,0.852,0.061,3,16,0,1,0.393,2
18/09/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,4.4,12.6,10.1,309,0.101,132,0,12,33,0.847,0.042,3,18,0,2,0.409,2
19/09/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,6.1,11,6.5,281,0.065,120,0,13,34,0.85,0.071,3,13,0,3,0.456,2
20/09/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5.8,12.9,9.4,261,0.074,110,0,14.2,39,0.873,0.059,4,16,0,1,0.454,2
21/09/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5,13.1,8.7,217,0.068,117,0,12.8,36,0.864,,3,13,0,0,0.368,2
22/09/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.7,14,9.7,231,0.062,125,0,,35,0.879,0.067,4,16,0,2,0.475,2
23/09/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5.8,11.1,8.6,351,0.145,120,1,11.5,34,0.865,0.053,3,15,0,2,0.496,2
24/09/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.6,13,8.8,283,0.074,113,0,10.9,32,0.877,0.05,5,11,0,3,0.469,2
25/09/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,6.2,11.6,8.5,303,0.087,127,0,11.4,28,0.899,0.055,4,12,0,3,0.508,3
26/09/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.8,12.2,8.8,316,0.104,138,0,11.8,32,0.858,0.046,4,15,0,2,0.431,2
27/09/2024,Friday,WGH,Westbridge General Hospital,Acute,620,6,10.7,9.2,318,0.102,110,0,14.6,31,0.854,,4,15,0,0,0.36,2
28/09/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,5.7,11.2,8.8,251,0.062,124,0,15.4,37,0.871,0.04,5,15,0,1,0.404,2
29/09/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.9,12.4,7.8,230,0.052,128,0,14.9,40,0.871,0.055,4,17,0,0,0.405,2
30/09/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4,11.6,8.5,295,0.068,115,0,13.4,41,0.883,0.045,4,18,0,2,0.478,2
01/10/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.6,12.3,8.1,312,0.107,114,0,13.9,45,0.879,0.057,4,17,0,1,0.513,3
02/10/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5,11.5,8.7,270,0.064,129,0,14.4,44,0.884,0.046,4,15,0,0,0.44,2
03/10/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,3.8,11,8.7,300,0.085,153,0,13.9,40,0.885,0.047,4,13,0,4,0.544,3
04/10/2024,Friday,WGH,Westbridge General Hospital,Acute,620,4.3,10.5,7.5,276,0.041,127,0,16,44,0.906,0.046,3,13,0,3,0.532,3
05/10/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,6.3,13.5,11.4,241,0.092,116,0,14.5,46,0.906,0.061,3,15,0,4,0.63,3
06/10/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,3.9,12.2,7,235,0.06,136,0,13.8,36,0.905,0.051,4,16,0,0,0.447,2
07/10/2024,Monday,WGH,Westbridge General Hospital,Acute,620,4,9.8,9,310,0.101,126,0,15,43,0.898,0.053,4,15,0,1,0.525,3
08/10/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,4.9,10.7,8.1,292,0.078,132,0,14.9,48,0.893,0.051,4,12,0,0,0.49,2
09/10/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.5,9.2,9.5,317,0.097,145,0,15.3,36,0.888,0.046,4,18,0,1,0.467,2
10/10/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,5.3,10.1,8.4,276,0.076,133,0,14.9,47,0.899,0.065,3,14,0,1,0.54,3
11/10/2024,Friday,WGH,Westbridge General Hospital,Acute,620,5.3,10.9,10.8,316,0.092,128,0,13.8,53,0.897,0.062,3,14,0,3,0.62,3
12/10/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,6.6,11,8.6,240,0.071,124,0,12.7,51,0.903,0.044,3,14,0,1,0.527,3
13/10/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.3,12.2,9.3,222,0.068,116,0,,50,0.934,0.056,5,17,0,2,0.616,3
14/10/2024,Monday,WGH,Westbridge General Hospital,Acute,620,5,10.1,9.9,377,0.143,142,0,13.4,50,0.943,0.06,4,19,0,3,0.724,3
15/10/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,5.4,9.9,8.8,330,0.101,121,1,15.9,55,0.932,0.052,2,13,0,2,0.654,3
16/10/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,5.7,8.7,8.6,280,0.082,107,0,16.5,60,0.946,,5,13,0,3,0.689,3
17/10/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,6,8.8,9.1,293,0.081,127,0,14.9,58,0.932,0.045,3,13,0,1,0.614,3
18/10/2024,Friday,WGH,Westbridge General Hospital,Acute,620,6.3,9,9.6,301,0.08,120,0,15.7,55,0.898,0.071,4,12,0,0,0.558,3
19/10/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,7,10.3,9.5,245,0.079,128,0,,47,0.886,0.063,4,17,0,3,0.568,3
20/10/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,5.6,10,8,234,0.051,117,0,15,44,0.863,0.065,4,14,0,1,0.447,2
21/10/2024,Monday,WGH,Westbridge General Hospital,Acute,620,6.2,11.6,10.6,366,0.153,141,1,,38,0.874,0.043,3,13,0,1,0.494,2
22/10/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,6.3,9.7,10.6,320,0.093,104,0,13.4,39,0.886,0.052,4,14,0,0,0.456,2
23/10/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,6.3,8.9,10.7,277,0.072,120,0,13.4,44,0.919,0.052,3,16,0,3,0.589,3
24/10/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,7,10.3,8.2,282,0.065,128,0,12,43,0.922,0.056,3,14,0,3,0.59,3
25/10/2024,Friday,WGH,Westbridge General Hospital,Acute,620,7.2,8.1,10.3,293,0.078,104,0,13.7,41,0.916,0.053,4,14,0,2,0.553,3
26/10/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,7.2,9.1,12.5,253,0.066,124,0,13.8,47,0.928,0.061,4,16,0,3,0.624,3
27/10/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,8.7,8,11.3,218,0.061,135,0,14.1,50,0.89,0.068,3,15,0,4,0.604,3
28/10/2024,Monday,WGH,Westbridge General Hospital,Acute,620,8.4,7.9,10,344,0.134,147,0,13.6,47,0.905,0.084,4,20,0,1,0.627,3
29/10/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,7.1,7.7,9.5,296,0.103,141,0,14.5,44,0.921,0.071,4,15,0,2,0.621,3
30/10/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,10.2,6.3,10.1,275,0.065,132,0,,47,0.899,0.068,3,19,0,2,0.561,3
31/10/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,4.6,7.8,11,273,0.068,125,0,14.3,53,0.924,,3,15,0,1,0.562,3
01/11/2024,Friday,WGH,Westbridge General Hospital,Acute,620,10,10.3,10.9,308,0.091,102,0,,49,0.93,0.082,4,16,0,0,0.613,3
02/11/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,8.7,8.8,10.1,252,0.056,118,0,16.8,45,0.92,0.077,3,17,0,1,0.569,3
03/11/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,9.1,7.1,9.2,241,0.1,129,0,15.2,51,0.93,0.085,5,10,0,1,0.658,3
04/11/2024,Monday,WGH,Westbridge General Hospital,Acute,620,10.6,6.5,10,304,0.102,153,0,16.2,62,0.967,0.087,6,16,0,2,0.765,4
05/11/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,11.6,8.2,10.9,307,0.085,116,0,,52,0.96,0.078,5,16,0,5,0.748,3
06/11/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,11,6.2,12.3,273,0.098,126,0,14.7,50,0.954,0.086,5,16,0,3,0.737,3
07/11/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,11.1,7.4,11.6,294,0.092,138,0,,50,0.94,0.106,4,15,0,2,0.712,3
08/11/2024,Friday,WGH,Westbridge General Hospital,Acute,620,13.6,7.6,9.5,295,0.11,133,0,17.8,57,0.927,0.074,3,14,0,3,0.719,3
09/11/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,14.8,6.9,12,269,0.113,123,0,16.6,50,0.94,0.056,4,15,0,1,0.638,3
10/11/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,15.4,6.7,11.6,251,0.097,135,0,16.5,43,0.922,0.096,4,13,0,2,0.652,3
11/11/2024,Monday,WGH,Westbridge General Hospital,Acute,620,16.2,6.9,12.1,323,0.136,142,1,16.9,48,0.928,0.097,3,18,0,3,0.741,3
12/11/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,12.5,7.9,13.5,302,0.118,112,0,15.7,45,0.922,0.086,3,16,0,1,0.637,3
13/11/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,14.8,7.2,11,272,0.104,109,0,16.1,46,0.932,0.087,3,14,0,1,0.648,3
14/11/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,21,6.8,14.8,327,0.158,117,0,14.9,43,0.938,0.12,5,17,0,2,0.735,3
15/11/2024,Friday,WGH,Westbridge General Hospital,Acute,620,14,5.8,9.9,333,0.147,139,0,13.8,40,0.953,0.107,4,15,0,0,0.684,3
16/11/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,16.2,6.2,8.7,276,0.11,123,0,14.3,46,0.939,0.09,5,19,0,1,0.669,3
17/11/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,15.9,6,10.8,263,0.096,121,0,16.8,45,0.933,0.084,5,18,0,1,0.634,3
18/11/2024,Monday,WGH,Westbridge General Hospital,Acute,620,17.7,6.9,11.3,393,0.189,135,0,18,45,0.923,0.107,4,19,0,3,0.769,4
19/11/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,17.7,6.1,11.3,347,0.158,137,0,16.1,39,0.921,0.088,4,15,0,1,0.648,3
20/11/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,20.6,5.1,14,310,0.167,141,0,17,52,0.934,0.118,4,14,0,1,0.747,3
21/11/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,22.4,6.2,12.8,334,0.157,127,0,16.9,43,0.948,0.121,5,18,0,2,0.751,4
22/11/2024,Friday,WGH,Westbridge General Hospital,Acute,620,21.6,5.5,13.8,332,0.116,131,0,15.9,50,0.934,0.119,5,15,0,2,0.722,3
23/11/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,23.9,4.5,10,271,0.124,113,0,14,50,0.949,0.128,6,12,0,0,0.703,3
24/11/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,23.9,5.2,12.7,244,0.127,150,0,14.4,48,0.965,,5,13,0,0,0.609,3
25/11/2024,Monday,WGH,Westbridge General Hospital,Acute,620,23.9,4.4,16.4,393,0.239,161,1,12,40,0.967,0.129,5,19,0,1,0.785,4
26/11/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,26.1,4.2,11.3,348,0.205,156,0,14,39,0.988,0.092,3,17,0,2,0.766,4
27/11/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,33,5.1,12.6,303,0.195,111,0,15.4,40,0.962,0.129,6,18,0,1,0.749,3
28/11/2024,Thursday,WGH,Westbridge General Hospital,Acute,620,18.4,4.4,12.7,289,0.099,129,0,16.5,44,0.937,0.084,4,18,0,3,0.689,3
29/11/2024,Friday,WGH,Westbridge General Hospital,Acute,620,31.6,5.1,13.6,352,0.184,126,0,,55,0.917,0.149,6,17,0,3,0.795,4
30/11/2024,Saturday,WGH,Westbridge General Hospital,Acute,620,34.3,5.3,14.8,267,0.147,118,0,18,58,0.95,0.168,5,12,0,2,0.806,4
01/12/2024,Sunday,WGH,Westbridge General Hospital,Acute,620,31.7,4.3,14.9,266,0.144,131,0,21,52,0.958,0.117,6,15,0,3,0.805,4
02/12/2024,Monday,WGH,Westbridge General Hospital,Acute,620,37.8,4.4,15.2,401,0.317,133,0,17.5,44,0.958,0.139,6,17,0,1,0.852,4
03/12/2024,Tuesday,WGH,Westbridge General Hospital,Acute,620,34.8,4.3,14.7,309,0.143,129,0,16.7,47,0.959,0.109,3,15,0,0,0.709,3
04/12/2024,Wednesday,WGH,Westbridge General Hospital,Acute,620,25.9,3.3,15.5,350,0.209,132,0,19.6,49,0.942,0.12,3,18,0,4,0.858,4
