date,day_of_week,trust_code,trust_name,trust_type,total_beds,flu_rate_per_100k,temperature_c,gp_appointment_lag_days,ae_attendance,ae_4hr_breach_pct,ae_mean_wait_mins,ae_12hr_trolley_waits,social_care_delay_days,nctr_patients,bed_occupancy_pct,nurse_sickness_pct,unfilled_shifts,ambulance_handover_avg_mins,ambulance_handover_over_60min,red_flag_incidents,pressure_score,opel_level,ae_pressure_index,bed_social_care_ratio,workforce_stress_index,system_flow_score,rag_status,,,date,WGH,NRI,SCH
31/10/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,10.5,8,11,232,0.111,130,0,14.3,27,0.935,0.075,4,13,0,2,0.621,3,0.3689,15.29411765,0.104166667,0.824214286,Amber,,,,,,
01/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,7.1,7.4,10.1,246,0.099,139,1,15.7,27,0.93,0.059,5,16,0,0,0.528,3,0.37535,16.88172043,0.112833333,0.823928571,Amber,,,,,,
02/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,11.2,6.9,9.5,200,0.071,110,0,13.6,33,0.938,0.069,3,14,0,1,0.59,3,0.3639,14.4989339,0.0845,0.782771429,Amber,,,,,,
03/11/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,9.7,8,9.1,174,0.092,132,0,13.3,32,0.952,0.059,2,14,0,0,0.582,3,0.3938,13.97058824,0.062833333,0.7753,Amber,,,,,,
04/11/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,12.4,7.1,10.9,264,0.146,140,0,13.1,34,0.954,0.066,5,16,0,2,0.698,3,0.4374,13.73165618,0.116333333,0.811671429,Amber,,,,,,
05/11/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,10.4,6.4,10.8,237,0.122,127,0,11.5,33,0.946,0.07,2,17,0,1,0.647,3,0.40555,12.1564482,0.068333333,0.782328571,Amber,,,,,,
06/11/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,11.5,5.6,10.9,242,0.125,124,0,13.5,35,0.922,0.088,4,15,0,0,0.622,3,0.415,14.64208243,0.110666667,0.804871429,Amber,,,,,,
07/11/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,12.7,6.8,11.6,232,0.114,115,0,13.3,34,0.908,0.073,3,16,0,1,0.587,3,0.39335,14.64757709,0.0865,0.811271429,Amber,,,,,,
08/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,12.3,6.5,11.3,234,0.131,115,0,12.1,31,0.909,0.078,4,19,0,2,0.619,3,0.38215,13.31133113,0.105666667,0.787242857,Amber,,,,,,
09/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,16.1,7.6,11.6,197,0.115,112,0,13.4,36,0.905,0.104,5,15,0,1,0.633,3,0.402,14.80662983,0.135333333,0.811571429,Amber,,,,,,
10/11/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,14.4,5.6,11.5,196,0.104,103,0,15.6,43,0.911,0.074,4,15,0,2,0.657,3,0.42835,17.12403952,0.103666667,0.844828571,Amber,,,,,,
11/11/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,13.2,6.6,11.8,246,0.155,136,0,16.7,43,0.922,0.081,4,14,0,1,0.703,3,0.49,18.11279826,0.107166667,0.872157143,Red,,,,,,
12/11/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,11.8,6.6,11.4,229,0.098,140,0,15.3,41,0.935,0.086,3,15,0,5,0.749,3,0.4602,16.36363636,0.093,0.847785714,Red,,,,,,
13/11/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,14.3,4.7,12.1,243,0.149,133,0,12.8,38,0.935,0.115,4,15,0,1,0.722,3,0.45385,13.68983957,0.124166667,0.825285714,Red,,,,,,
14/11/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,18.7,6.3,13.1,269,0.164,160,0,13.7,38,0.945,0.132,4,18,0,4,0.826,4,0.4936,14.4973545,0.132666667,0.864214286,Red,,,,,,
15/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,15.4,6,14.1,280,0.188,149,0,14.6,40,0.948,0.069,5,17,0,1,0.697,3,0.50145,15.40084388,0.117833333,0.900342857,Amber,,,,,,
16/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,21.5,6.4,11.9,192,0.109,114,0,15.6,39,0.914,0.128,5,16,0,2,0.684,3,0.4201,17.0678337,0.147333333,0.8546,Amber,,,,,,
17/11/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,17.3,4.9,14.6,228,0.113,141,0,16.5,46,0.91,0.104,5,18,0,0,0.667,3,0.49745,18.13186813,0.135333333,0.924357143,Amber,,,,,,
18/11/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,14.2,5.9,13.9,261,0.151,146,1,15.9,41,0.92,0.089,3,16,0,2,0.723,3,0.4889,17.2826087,0.0945,0.904357143,Red,,,,,,
19/11/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,19,5.1,11.5,250,0.188,150,0,14.1,31,0.907,0.073,3,14,0,1,0.631,3,0.4487,15.54575524,0.0865,0.820728571,Amber,,,,,,
20/11/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,21.7,6.6,13.9,238,0.127,163,0,15.8,35,0.926,0.11,4,16,0,2,0.698,3,0.46455,17.06263499,0.121666667,0.905257143,Amber,,,,,,
21/11/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,21.8,6.3,10.4,227,0.11,110,0,14.9,36,0.953,0.1,2,18,0,0,0.679,3,0.3975,15.63483736,0.083333333,0.827557143,Amber,,,,,,
22/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,27.7,4.9,13.8,271,0.21,131,0,14.2,33,0.969,0.152,6,21,0,1,0.772,4,0.44575,14.65428277,0.176,0.896314286,Red,,,,,,
23/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,28.8,5.7,12.6,227,0.15,144,0,11.2,40,0.959,0.169,5,17,0,2,0.783,4,0.48,11.67883212,0.167833333,0.8216,Red,,,,,,
24/11/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,26.6,4.2,14.9,210,0.142,126,0,11.7,34,0.975,0.131,4,16,0,4,0.795,4,0.4183,12,0.132166667,0.884785714,Red,,,,,,
25/11/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,27.4,4.6,16.2,263,0.214,145,0,17.2,42,0.971,0.119,3,18,0,2,0.847,4,0.51885,17.71369722,0.1095,0.993542857,Red,,,,,,
26/11/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,28.9,4.4,11.6,254,0.171,146,1,16.1,44,0.962,0.115,5,19,0,1,0.707,3,0.5149,16.73596674,0.140833333,0.874871429,Red,,,,,,
27/11/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,28.1,4.5,12.4,263,0.174,164,0,14,41,0.951,0.113,4,17,0,1,0.784,4,0.5206,14.72134595,0.123166667,0.856114286,Red,,,,,,
28/11/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,26.5,4.3,13,269,0.222,128,0,14.4,34,0.946,0.127,3,22,0,0,0.755,4,0.4528,15.22198732,0.1135,0.872971429,Red,,,,,,
29/11/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,33.3,4.8,12.2,279,0.167,148,1,15.4,33,0.942,0.179,7,16,0,2,0.748,3,0.4498,16.34819533,0.206166667,0.869228571,Red,,,,,,
30/11/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,28.4,4.4,12.7,199,0.143,116,0,16.6,33,0.943,0.152,5,16,0,3,0.754,4,0.4002,17.60339343,0.159333333,0.898342857,Red,,,,,,
01/12/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,30.5,4.6,16,197,0.124,111,0,14.7,34,0.945,0.138,4,18,0,4,0.772,4,0.39235,15.55555556,0.135666667,0.941357143,Red,,,,,,
02/12/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,29.7,4.3,13.8,318,0.255,127,1,14.5,39,0.951,0.157,4,23,0,2,0.866,4,0.49475,15.24710831,0.145166667,0.893614286,Red,,,,,,
03/12/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,24.3,4.4,12.5,262,0.178,117,1,16.5,40,0.96,0.101,4,18,0,3,0.832,4,0.45745,17.1875,0.117166667,0.899357143,Red,,,,,,
04/12/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,30.2,3.8,12.3,223,0.171,127,0,17.9,39,0.975,0.138,5,17,0,1,0.771,4,0.46115,18.35897436,0.152333333,0.922071429,Red,,,,,,
05/12/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,30.4,3.8,15.8,265,0.25,117,1,18.5,38,0.984,0.139,4,19,0,2,0.856,4,0.47425,18.80081301,0.136166667,1.009671429,Red,,,,,,
06/12/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,22.1,3,16.7,306,0.235,154,0,21.4,46,0.959,0.145,4,15,0,0,0.835,4,0.5625,22.31491137,0.139166667,1.062457143,Red,,,,,,
07/12/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,29.2,4,13.9,211,0.138,119,0,19.8,50,0.921,0.124,3,16,0,3,0.792,4,0.50395,21.49837134,0.112,0.963257143,Red,,,,,,
08/12/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,29.5,3.3,11.6,217,0.155,131,0,19.4,45,0.946,0.126,4,16,0,2,0.807,4,0.49575,20.50739958,0.129666667,0.917971429,Red,,,,,,
09/12/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,31.8,3.5,14.8,307,0.28,149,0,12.2,32,0.93,0.175,6,13,0,1,0.792,4,0.49025,13.11827957,0.1875,0.872142857,Red,,,,,,
10/12/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,29.2,2.5,15.6,294,0.214,162,2,17.4,32,0.936,0.133,5,19,0,1,0.747,3,0.4801,18.58974359,0.149833333,0.969685714,Red,,,,,,
11/12/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,29.2,3.2,12.9,264,0.231,154,1,18,39,0.926,0.173,6,21,0,3,0.831,4,0.5189,19.43844492,0.1865,0.916828571,Red,,,,,,
12/12/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,24,3.4,13.3,249,0.193,125,0,17.8,39,0.909,0.087,5,17,0,0,0.676,3,0.46745,19.5819582,0.126833333,0.9156,Amber,,,,,,
13/12/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,35.8,3.3,14,273,0.202,138,1,21.8,53,0.938,0.16,4,16,0,0,0.798,4,0.5713,23.24093817,0.146666667,1.0022,Red,,,,,,
14/12/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,35.2,3.4,14.2,228,0.192,141,0,20.7,54,0.96,0.138,5,16,0,1,0.745,3,0.57705,21.5625,0.152333333,0.998785714,Red,,,,,,
15/12/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,30.5,3.1,12.5,195,0.169,112,0,19.4,52,0.953,0.157,5,17,0,0,0.701,3,0.5196,20.3567681,0.161833333,0.940057143,Red,,,,,,
16/12/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,31.1,2.9,14,334,0.306,186,2,17.9,44,0.922,0.099,4,24,0,0,0.831,4,0.6189,19.4143167,0.116166667,0.9373,Red,,,,,,
17/12/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,26.8,2.7,13.6,300,0.218,170,3,18.8,45,0.931,0.14,3,19,0,2,0.834,4,0.5697,20.19334049,0.12,0.945828571,Red,,,,,,
18/12/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,22.1,3.2,14.6,254,0.175,147,0,14.8,38,0.946,0.11,3,18,0,2,0.787,4,0.48175,15.6448203,0.105,0.913257143,Red,,,,,,
19/12/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,27.4,2.8,15.6,263,0.213,149,0,17.1,42,0.93,0.135,4,17,0,2,0.813,4,0.52345,18.38709677,0.134166667,0.962785714,Red,,,,,,
20/12/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,32.9,2.6,15.4,272,0.224,151,0,15.7,37,0.943,0.143,5,17,0,2,0.818,4,0.50035,16.64899258,0.154833333,0.9427,Red,,,,,,
21/12/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,30.7,2.2,14,223,0.16,123,0,16.4,34,0.946,0.136,6,15,0,0,0.704,3,0.42175,17.33615222,0.168,0.9244,Red,,,,,,
22/12/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,27.9,2.7,15.4,230,0.163,112,0,13,33,0.957,0.173,6,19,0,0,0.708,3,0.4032,13.58411703,0.1865,0.9078,Red,,,,,,
23/12/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,26.5,2.1,14.9,280,0.218,134,0,13.1,38,0.962,0.161,5,19,0,0,0.78,4,0.4827,13.61746362,0.163833333,0.900585714,Red,,,,,,
24/12/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,18.8,2.6,16.9,281,0.199,119,1,15.9,35,0.949,0.119,4,18,0,0,0.746,3,0.43835,16.7544784,0.126166667,0.980242857,Red,,,,,,
25/12/2024,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,27.2,2.5,14.7,314,0.236,135,1,18.5,42,0.976,0.117,5,19,0,2,0.865,4,0.51515,18.95491803,0.141833333,0.9829,Red,,,,,,
26/12/2024,Thursday,NRI,Northmere Royal Infirmary,Acute,480,22,2.1,12.1,280,0.202,180,0,15.8,43,0.973,0.152,6,17,0,4,0.892,4,0.5638,16.23843782,0.176,0.885485714,Red,,,,,,
27/12/2024,Friday,NRI,Northmere Royal Infirmary,Acute,480,28.1,2.2,14.6,336,0.289,146,2,15.5,37,0.974,0.131,5,23,0,1,0.859,4,0.5201,15.9137577,0.148833333,0.934957143,Red,,,,,,
28/12/2024,Saturday,NRI,Northmere Royal Infirmary,Acute,480,23.4,2.2,13.8,291,0.222,146,0,16.9,34,0.958,0.111,3,14,0,1,0.787,4,0.4753,17.64091858,0.1055,0.932414286,Red,,,,,,
29/12/2024,Sunday,NRI,Northmere Royal Infirmary,Acute,480,23.2,1.9,15,228,0.117,129,0,19.8,38,0.952,0.099,3,14,0,3,0.68,3,0.43605,20.79831933,0.0995,0.999228571,Amber,,,,,,
30/12/2024,Monday,NRI,Northmere Royal Infirmary,Acute,480,21.8,1.8,15.7,295,0.228,120,0,20.4,41,0.946,0.135,4,17,0,2,0.847,4,0.4872,21.56448203,0.134166667,1.020828571,Red,,,,,,
31/12/2024,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,16.1,1.9,13.3,266,0.173,157,1,23.4,46,0.953,0.119,4,19,0,1,0.809,4,0.54145,24.55403987,0.126166667,1.0172,Red,,,,,,
01/01/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,38.7,1.9,15.9,350,0.324,164,2,22.6,50,0.99,0.147,4,28,0,2,0.95,4,0.6346,22.82828283,0.140166667,1.075714286,Red,,,,,,
02/01/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,40,1.8,13.4,300,0.279,161,2,20.3,48,0.968,0.169,7,22,0,0,0.883,4,0.60085,20.97107438,0.201166667,0.978842857,Red,,,,,,
03/01/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,40,1.9,15.5,350,0.394,186,1,18.7,44,0.95,0.156,6,24,0,4,0.979,4,0.6541,19.68421053,0.178,0.992642857,Red,,,,,,
04/01/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,43,2.3,18.9,294,0.248,141,2,14.3,40,0.98,0.18,6,21,0,3,0.89,4,0.51545,14.59183673,0.19,1.0115,Red,,,,,,
05/01/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,55.4,2.2,16.1,252,0.293,134,1,21,40,0.973,0.18,6,19,0,3,0.927,4,0.5247,21.58273381,0.19,1.0492,Red,,,,,,
06/01/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,44.4,1.8,16.3,321,0.363,134,1,19.1,43,0.966,0.161,4,26,0,3,0.949,4,0.5707,19.77225673,0.147166667,1.022185714,Red,,,,,,
07/01/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,46.8,2.3,16.6,309,0.335,159,1,17.9,41,0.986,0.18,8,22,0,1,0.889,4,0.57875,18.15415822,0.223333333,1.018614286,Red,,,,,,
08/01/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,55.5,1.9,16.2,289,0.287,123,0,13.1,38,0.973,0.18,5,20,0,2,0.887,4,0.49655,13.4635149,0.173333333,0.932842857,Red,,,,,,
09/01/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,50.5,2.5,15.3,264,0.32,144,0,11.5,39,0.99,0.172,4,17,0,2,0.903,4,0.542,11.61616162,0.152666667,0.896357143,Red,,,,,,
10/01/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,45.8,2.1,15,301,0.401,153,0,13.5,36,0.99,0.18,4,19,0,0,0.838,4,0.56765,13.63636364,0.156666667,0.919928571,Red,,,,,,
11/01/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,52.5,1.9,15.1,250,0.278,124,0,16.6,33,0.974,0.18,5,21,0,1,0.829,4,0.4642,17.04312115,0.173333333,0.962171429,Red,,,,,,
12/01/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,54.6,2.1,20.6,241,0.243,132,0,17.2,39,0.99,0.135,5,19,0,1,0.741,3,0.4962,17.37373737,0.150833333,1.095428571,Red,,,,,,
13/01/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,46,1.7,20.8,325,0.32,154,0,17.3,37,0.978,0.167,6,24,0,4,0.943,4,0.5425,17.68916155,0.1835,1.096414286,Red,,,,,,
14/01/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,45.1,2.1,18,283,0.25,131,0,18.5,41,0.988,0.18,4,20,0,0,0.822,4,0.50975,18.72469636,0.156666667,1.058414286,Red,,,,,,
15/01/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,34.9,2.1,14.9,247,0.173,151,0,19.7,47,0.989,0.164,6,18,0,2,0.839,4,0.53995,19.91911021,0.182,1.010385714,Red,,,,,,
16/01/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,52.4,2.2,16.8,303,0.334,123,0,18.8,56,0.99,0.18,5,19,0,2,0.95,4,0.62335,18.98989899,0.173333333,1.038,Red,,,,,,
17/01/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,61.1,1.8,19.4,313,0.357,164,1,12.8,58,0.99,0.18,5,25,0,1,0.925,4,0.6958,12.92929293,0.173333333,1.003714286,Red,,,,,,
18/01/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,59.2,1.9,20.8,239,0.25,111,1,19.3,51,0.987,0.18,5,18,0,2,0.908,4,0.54475,19.55420466,0.173333333,1.130014286,Red,,,,,,
19/01/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,44.7,1.9,17.7,209,0.138,116,0,16.7,40,0.968,0.18,6,18,0,2,0.773,4,0.4402,17.25206612,0.19,1.016985714,Red,,,,,,
20/01/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,55.2,2.2,17.1,314,0.4,143,1,19.2,44,0.98,0.18,6,24,0,1,0.814,4,0.60275,19.59183673,0.19,1.046428571,Red,,,,,,
21/01/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,46.8,2.2,14.9,307,0.307,159,0,21.5,44,0.97,0.18,5,24,0,0,0.879,4,0.58555,22.16494845,0.173333333,1.029785714,Red,,,,,,
22/01/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,65.9,2.1,20.5,304,0.411,166,0,15.9,46,0.99,0.18,7,27,0,1,0.915,4,0.6479,16.06060606,0.206666667,1.073785714,Red,,,,,,
23/01/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,50.4,2.2,19.2,285,0.234,144,0,19.2,45,0.989,0.18,4,22,0,0,0.829,4,0.5436,19.41354904,0.156666667,1.095028571,Red,,,,,,
24/01/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,62.3,2.3,20.4,346,0.571,160,2,17.1,45,0.984,0.18,5,30,0,1,0.909,4,0.6984,17.37804878,0.173333333,1.087242857,Red,,,,,,
25/01/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,47.3,2.4,18.6,237,0.259,135,0,15.7,37,0.98,0.132,4,16,0,2,0.859,4,0.49435,16.02040816,0.132666667,1.026071429,Red,,,,,,
26/01/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,40.3,2.3,15.3,215,0.18,113,0,16.3,38,0.954,0.18,5,17,0,4,0.848,4,0.44125,17.08595388,0.173333333,0.953957143,Red,,,,,,
27/01/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,47.3,2.4,17,327,0.326,153,0,18.8,47,0.95,0.165,6,23,0,2,0.945,4,0.60365,19.78947368,0.1825,1.026285714,Red,,,,,,
28/01/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,45,2.2,15.9,264,0.301,132,1,15.1,40,0.974,0.164,5,25,0,2,0.818,4,0.5254,15.50308008,0.165333333,0.956814286,Red,,,,,,
29/01/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,26.7,2.4,15.9,231,0.147,105,0,15.9,48,0.963,0.125,2,14,0,1,0.798,4,0.47805,16.51090343,0.095833333,0.964414286,Red,,,,,,
30/01/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,48.9,2.4,15.3,278,0.261,126,0,16.1,48,0.953,0.158,4,12,0,1,0.893,4,0.5499,16.89401889,0.145666667,0.950557143,Red,,,,,,
31/01/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,44.9,2.8,17.2,301,0.235,141,0,15.1,38,0.967,0.159,6,18,0,3,0.869,4,0.49825,15.61530507,0.1795,0.981871429,Red,,,,,,
01/02/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,49.2,2.1,20.7,270,0.296,150,0,16.1,44,0.987,0.129,4,22,0,1,0.901,4,0.5699,16.31205674,0.131166667,1.079871429,Red,,,,,,
02/02/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,39.7,2.3,15.2,217,0.195,119,0,16.1,36,0.989,0.152,4,18,0,1,0.775,4,0.44275,16.27906977,0.142666667,0.962814286,Red,,,,,,
03/02/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,45.2,2.3,20.1,340,0.365,127,0,18,34,0.99,0.156,6,19,0,1,0.852,4,0.50875,18.18181818,0.178,1.096714286,Red,,,,,,
04/02/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,47.1,2.5,17.3,293,0.252,165,0,18.5,43,0.975,0.133,4,22,0,0,0.834,4,0.56505,18.97435897,0.133166667,1.038214286,Red,,,,,,
05/02/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,40.3,2.7,13.9,262,0.228,138,0,14.5,48,0.954,0.18,4,21,0,0,0.84,4,0.5517,15.19916143,0.156666667,0.896957143,Red,,,,,,
06/02/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,38.3,2.7,17.2,269,0.246,133,0,19.8,42,0.981,0.132,4,22,0,1,0.849,4,0.51665,20.18348624,0.132666667,1.057971429,Red,,,,,,
07/02/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,39.7,3,18.5,296,0.185,149,1,17.9,46,0.976,0.177,4,16,0,3,0.869,4,0.53625,18.34016393,0.155166667,1.055328571,Red,,,,,,
08/02/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,40.5,3.1,15.6,210,0.185,146,0,20.9,44,0.968,0.146,7,17,0,1,0.808,4,0.5205,21.59090909,0.189666667,1.034985714,Red,,,,,,
09/02/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,33.9,2.7,14.4,234,0.158,142,0,21,47,0.988,0.132,5,20,0,0,0.776,4,0.5227,21.25506073,0.149333333,1.018771429,Red,,,,,,
10/02/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,36.1,2.3,17.4,328,0.257,122,1,19,44,0.99,0.145,5,20,0,1,0.868,4,0.5193,19.19191919,0.155833333,1.053857143,Red,,,,,,
11/02/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,31.2,3,13.5,295,0.314,154,1,17.8,44,0.99,0.131,4,18,0,0,0.879,4,0.5821,17.97979798,0.132166667,0.952285714,Red,,,,,,
12/02/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,35.6,2.9,15.4,243,0.191,140,0,16.1,36,0.99,0.164,5,19,0,1,0.772,4,0.4674,16.26262626,0.165333333,0.9675,Red,,,,,,
13/02/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,28.2,3.1,14.8,240,0.19,159,1,17.6,38,0.971,0.129,4,18,0,1,0.781,4,0.50275,18.12564367,0.131166667,0.969542857,Red,,,,,,
14/02/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,33.4,3,13.8,249,0.203,118,0,15.3,37,0.981,0.18,5,16,0,5,0.862,4,0.4507,15.59633028,0.173333333,0.917614286,Red,,,,,,
15/02/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,38.9,3,13.4,232,0.163,112,0,16.2,30,0.972,0.18,3,15,0,0,0.692,3,0.3852,16.66666667,0.14,0.918942857,Amber,,,,,,
16/02/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,26.9,3.6,13.7,214,0.126,131,0,17.6,29,0.968,0.156,4,18,0,1,0.591,3,0.38815,18.18181818,0.144666667,0.944771429,Amber,,,,,,
17/02/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,25.3,3.6,12.2,257,0.191,132,0,18.6,38,0.988,0.122,6,17,0,0,0.757,4,0.4694,18.82591093,0.161,0.935628571,Red,,,,,,
18/02/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,27.4,3.1,13.6,275,0.257,147,0,19.4,42,0.989,0.131,6,24,0,0,0.833,4,0.53855,19.61577351,0.1655,0.978028571,Red,,,,,,
19/02/2025,Wednesday,NRI,Northmere Royal Infirmary,Acute,480,25.3,3.2,10.7,235,0.16,138,0,17.5,42,0.988,0.121,4,14,0,1,0.777,4,0.4885,17.71255061,0.127166667,0.886985714,Red,,,,,,
20/02/2025,Thursday,NRI,Northmere Royal Infirmary,Acute,480,29,3.1,16.2,243,0.226,152,0,16.8,41,0.99,0.1,4,17,0,1,0.827,4,0.5264,16.96969697,0.116666667,0.995142857,Red,,,,,,
21/02/2025,Friday,NRI,Northmere Royal Infirmary,Acute,480,22.7,2.8,14.9,287,0.224,123,1,17.5,41,0.977,0.104,4,20,0,0,0.8,4,0.48935,17.91197544,0.118666667,0.972585714,Red,,,,,,
22/02/2025,Saturday,NRI,Northmere Royal Infirmary,Acute,480,21.9,3.8,12.8,215,0.136,113,0,18.2,42,0.958,0.11,5,16,0,1,0.757,4,0.44765,18.99791232,0.138333333,0.930485714,Red,,,,,,
23/02/2025,Sunday,NRI,Northmere Royal Infirmary,Acute,480,25.9,3.6,10.6,196,0.111,122,0,20.1,48,0.942,0.115,4,13,0,1,0.754,4,0.4849,21.33757962,0.124166667,0.905442857,Red,,,,,,
24/02/2025,Monday,NRI,Northmere Royal Infirmary,Acute,480,17.6,4.3,9.9,293,0.232,151,0,21,47,0.921,0.096,6,19,0,2,0.834,4,0.56355,22.80130293,0.148,0.895542857,Red,,,,,,
25/02/2025,Tuesday,NRI,Northmere Royal Infirmary,Acute,480,16.2,3.7,13,264,0.153,132,0,19.3,44,0.965,0.097,3,16,0,0,0.752,4,0.4902,20,0.0985,0.954071429,Red,,,,,,
